gyro_1_x	gyro_1_y	gyro_1_z	gyro_2_x	gyro_2_y	gyro_2_z	gyro_3_x	gyro_3_y	gyro_3_z	gyro_4_x	gyro_4_y	gyro_4_z	gyro_5_x	gyro_5_y	gyro_5_z	gyro_6_x	gyro_6_y	gyro_6_z	angle_1_x	angle_1_y	angle_1_z	angle_2_x	angle_2_y	angle_2_z	angle_3_x	angle_3_y	angle_3_z	angle_4_x	angle_4_y	angle_4_z	angle_5_x	angle_5_y	angle_5_z	angle_6_x	angle_6_y	angle_6_z	acc_1_x	acc_1_y	acc_1_z	acc_2_x	acc_2_y	acc_2_z	acc_3_x	acc_3_y	acc_3_z	acc_4_x	acc_4_y	acc_4_z	acc_5_x	acc_5_y	acc_5_z	acc_6_x	acc_6_y	acc_6_z	quater_1_1	quater_1_2	quater_1_3	quater_1_4	quater_2_1	quater_2_2	quater_2_3	quater_2_4	quater_3_1	quater_3_2	quater_3_3	quater_3_4	quater_4_1	quater_4_2	quater_4_3	quater_4_4	quater_5_1	quater_5_2	quater_5_3	quater_5_4	quater_6_1	quater_6_2	quater_6_3	quater_6_4	tx	ty	nx	ny	orientation_x	orientation_y	speed	sound_1	sound_2	sound_3	sound_4	sound_5	sound_6	sound_7	sound_8
0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0	0.02447143	0.0954909	0.2061065	0.3454905	0.499999	0.6545075	0.3454914	0.2061073	0.09549144	0.0244717	0	0.02447176	0.09549159	0.2061074
0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.02447143	0.0954909	0.2061065	0.3454905	0.499999	0.6545075	0.7938918	0.2061073	0.09549144	0.0244717	0	0.02447179	0.09549156	0.2061075	0.3454916
0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.04322684	0.002738953	0.01092643	0.09549212	0.02447206	0	0.02447143	0.09549212	0.02447206	0	0.02447143	0.09549212	0.02447206	0	0.02447143	0.09549212	0.02447206	0	0.02447143	0.09549212	0.02447206	0	0.02447143	0.09549212	0.02447206	0	0.02447143	0.09549087	0.2061065	0.3454905	0.499999	0.6545075	0.7938918	0.9045079	0.09549144	0.0244717	0	0.02447179	0.09549156	0.2061075	0.3454916	0.5000001
0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.002738953	0.01092643	0.06698781	0.02447206	0	0.02447143	0.0954909	0.02447206	0	0.02447143	0.0954909	0.02447206	0	0.02447143	0.0954909	0.02447206	0	0.02447143	0.0954909	0.02447206	0	0.02447143	0.0954909	0.02447206	0	0.02447143	0.0954909	0.2061065	0.3454905	0.499999	0.6545075	0.7938918	0.9045079	0.9755279	0.0244717	0	0.02447179	0.09549159	0.2061075	0.3454916	0.5000001	0.6545086
0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0.01092643	0.06698781	0.1654355	0	0.02447143	0.0954909	0.2061065	0	0.02447143	0.0954909	0.2061065	0	0.02447143	0.0954909	0.2061065	0	0.02447143	0.0954909	0.2061065	0	0.02447143	0.0954909	0.2061065	0	0.02447143	0.0954909	0.2061065	0.3454905	0.499999	0.6545075	0.7938918	0.9045079	0.9755279	1	0	0.02447179	0.09549156	0.2061075	0.3454916	0.5000001	0.6545087	0.7938927
0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.06698781	0.1654355	0.2966326	0.02447143	0.0954909	0.2061065	0.3454905	0.02447143	0.0954909	0.2061065	0.3454905	0.02447143	0.0954909	0.2061065	0.3454905	0.02447143	0.0954909	0.2061065	0.3454905	0.02447143	0.0954909	0.2061065	0.3454905	0.02447143	0.0954909	0.2061065	0.3454905	0.499999	0.6545075	0.7938918	0.9045079	0.9755279	1	0.9755286	0.02447176	0.09549156	0.2061075	0.3454916	0.5000001	0.6545086	0.7938927	0.9045086
0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.1284283	0.2500009	0.3960452	0.06698677	0.1654339	0.2966307	0.4477347	0.06698677	0.1654339	0.2966307	0.4477347	0.06698677	0.1654339	0.2966307	0.4477347	0.06698677	0.1654339	0.2966307	0.4477347	0.06698677	0.1654339	0.2966307	0.4477347	0.06698677	0.1654339	0.2966307	0.4477347	0.6039548	0.7499991	0.8715717	0.9567723	0.9972608	0.989074	0.9330132	0.06698734	0.1654348	0.2966318	0.4477359	0.603956	0.7500001	0.8715725	0.9567728
0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.2500009	0.3960452	0.5522653	0.1654339	0.2966307	0.4477347	0.6039549	0.1654339	0.2966307	0.4477347	0.6039549	0.1654339	0.2966307	0.4477347	0.6039549	0.1654339	0.2966307	0.4477347	0.6039549	0.1654339	0.2966307	0.4477347	0.6039549	0.1654339	0.2966307	0.4477347	0.6039549	0.7499991	0.8715717	0.9567723	0.9972608	0.989074	0.9330132	0.8345661	0.1654348	0.2966318	0.4477359	0.603956	0.7500001	0.8715725	0.9567728	0.9972609
0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.3960452	0.5522653	0.7033693	0.2966307	0.4477347	0.6039549	0.7499991	0.2966307	0.4477347	0.6039549	0.7499991	0.2966307	0.4477347	0.6039549	0.7499991	0.2966307	0.4477347	0.6039549	0.7499991	0.2966307	0.4477347	0.6039549	0.7499991	0.2966307	0.4477347	0.6039549	0.7499991	0.8715717	0.9567723	0.9972608	0.989074	0.9330132	0.8345661	0.7033693	0.2966318	0.4477359	0.603956	0.7500001	0.8715725	0.9567728	0.9972609	0.9890738
0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.5522653	0.7033693	0.8345661	0.4477347	0.6039548	0.7499991	0.8715717	0.4477347	0.6039548	0.7499991	0.8715717	0.4477347	0.6039548	0.7499991	0.8715717	0.4477347	0.6039548	0.7499991	0.8715717	0.4477347	0.6039548	0.7499991	0.8715717	0.4477347	0.6039548	0.7499991	0.8715717	0.9567723	0.9972608	0.989074	0.9330132	0.8345661	0.7033693	0.5522652	0.4477359	0.6039559	0.7500001	0.8715725	0.9567728	0.9972609	0.9890738	0.9330127
0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.7033693	0.8345661	0.9330132	0.6039548	0.7499991	0.8715717	0.9567723	0.6039548	0.7499991	0.8715717	0.9567723	0.6039548	0.7499991	0.8715717	0.9567723	0.6039548	0.7499991	0.8715717	0.9567723	0.6039548	0.7499991	0.8715717	0.9567723	0.6039548	0.7499991	0.8715717	0.9567723	0.9972608	0.989074	0.9330132	0.8345661	0.7033693	0.5522653	0.3960451	0.6039559	0.7500001	0.8715725	0.9567728	0.9972609	0.9890738	0.9330126	0.8345653
0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.8345661	0.9330132	0.989074	0.7499991	0.8715717	0.9567723	0.9972608	0.7499991	0.8715717	0.9567723	0.9972608	0.7499991	0.8715717	0.9567723	0.9972608	0.7499991	0.8715717	0.9567723	0.9972608	0.7499991	0.8715717	0.9567723	0.9972608	0.7499991	0.8715717	0.9567723	0.9972608	0.989074	0.9330132	0.8345661	0.7033693	0.5522653	0.3960452	0.2500009	0.7500001	0.8715725	0.9567728	0.9972609	0.9890738	0.9330127	0.8345652	0.7033682
0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.9330132	0.989074	0.9972608	0.8715717	0.9567723	0.9972608	0.989074	0.8715717	0.9567723	0.9972608	0.989074	0.8715717	0.9567723	0.9972608	0.989074	0.8715717	0.9567723	0.9972608	0.989074	0.8715717	0.9567723	0.9972608	0.989074	0.8715717	0.9567723	0.9972608	0.989074	0.9330132	0.8345661	0.7033693	0.5522652	0.3960452	0.2500009	0.1284283	0.8715725	0.9567728	0.9972609	0.9890738	0.9330126	0.8345652	0.7033682	0.5522642
0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9755286	1	0.9755279	0.9330122	0.9890736	0.997261	0.9567732	0.9330122	0.9890736	0.997261	0.9567732	0.9330122	0.9890736	0.997261	0.9567732	0.9330122	0.9890736	0.997261	0.9567732	0.9330122	0.9890736	0.997261	0.9567732	0.9330122	0.9890736	0.997261	0.9567732	0.8715731	0.7500009	0.6039569	0.4477368	0.2966326	0.1654355	0.06698781	0.9330127	0.9890738	0.9972609	0.9567727	0.8715724	0.7499999	0.6039557	0.4477357
1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	1	0.9755279	0.9045079	0.9890736	0.997261	0.9567732	0.8715731	0.9890736	0.997261	0.9567732	0.8715731	0.9890736	0.997261	0.9567732	0.8715731	0.9890736	0.997261	0.9567732	0.8715731	0.9890736	0.997261	0.9567732	0.8715731	0.9890736	0.997261	0.9567732	0.8715731	0.7500009	0.6039569	0.4477368	0.2966326	0.1654355	0.06698781	0.0109264	0.9890738	0.9972609	0.9567727	0.8715723	0.7499999	0.6039557	0.4477356	0.2966316
0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.9755279	0.9045079	0.7938918	0.997261	0.9567732	0.8715731	0.7500009	0.997261	0.9567732	0.8715731	0.7500009	0.997261	0.9567732	0.8715731	0.7500009	0.997261	0.9567732	0.8715731	0.7500009	0.997261	0.9567732	0.8715731	0.7500009	0.997261	0.9567732	0.8715731	0.7500009	0.6039569	0.4477368	0.2966326	0.1654355	0.06698781	0.01092643	0.002738953	0.9972609	0.9567727	0.8715724	0.7499999	0.6039557	0.4477357	0.2966315	0.1654346
0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9045079	0.7938918	0.6545075	0.9567732	0.8715731	0.7500009	0.6039568	0.9567732	0.8715731	0.7500009	0.6039568	0.9567732	0.8715731	0.7500009	0.6039568	0.9567732	0.8715731	0.7500009	0.6039568	0.9567732	0.8715731	0.7500009	0.6039568	0.9567732	0.8715731	0.7500009	0.6039568	0.4477368	0.2966326	0.1654355	0.06698781	0.01092643	0.002738953	0.04322687	0.9567727	0.8715724	0.7499999	0.6039557	0.4477357	0.2966316	0.1654346	0.06698725
0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.8345646	0.7033674	0.5522632	0.9045091	0.7938935	0.6545095	0.500001	0.9045091	0.7938935	0.6545095	0.500001	0.9045091	0.7938935	0.6545095	0.500001	0.9045091	0.7938935	0.6545095	0.500001	0.9045091	0.7938935	0.6545095	0.500001	0.9045091	0.7938935	0.6545095	0.500001	0.3454925	0.2061082	0.09549212	0.02447206	0	0.02447143	0.0954909	0.9045085	0.7938925	0.6545084	0.4999999	0.3454914	0.2061073	0.09549141	0.02447173
0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.7499991	0.6039548	0.4477347	0.8345661	0.7033693	0.5522653	0.3960451	0.8345661	0.7033693	0.5522653	0.3960451	0.8345661	0.7033693	0.5522653	0.3960451	0.8345661	0.7033693	0.5522653	0.3960451	0.8345661	0.7033693	0.5522653	0.3960451	0.8345661	0.7033693	0.5522653	0.3960451	0.1654355	0.06698781	0.01092643	0.002738953	0.04322684	0.1284269	0.2499991	0.7499999	0.6039557	0.4477357	0.2966316	0.1654346	0.06698725	0.01092616	0.002739072
0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.6545075	0.499999	0.3454905	0.7500009	0.6039569	0.4477368	0.2966326	0.7500009	0.6039569	0.4477368	0.2966326	0.7500009	0.6039569	0.4477368	0.2966326	0.7500009	0.6039569	0.4477368	0.2966326	0.7500009	0.6039569	0.4477368	0.2966326	0.7500009	0.6039569	0.4477368	0.2966326	0.09549212	0.02447206	0	0.02447143	0.0954909	0.2061065	0.3454905	0.6545084	0.4999999	0.3454914	0.2061073	0.09549144	0.0244717	0	0.02447176
0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.3454905	0.2061065	0.09549087	0.4477368	0.2966326	0.1654355	0.06698781	0.4477368	0.2966326	0.1654355	0.06698781	0.4477368	0.2966326	0.1654355	0.06698781	0.4477368	0.2966326	0.1654355	0.06698781	0.4477368	0.2966326	0.1654355	0.06698781	0.4477368	0.2966326	0.1654355	0.06698781	0.01092643	0.002738953	0.04322684	0.1284269	0.2499991	0.3960431	0.5522632	0.4477357	0.2966316	0.1654346	0.06698725	0.01092619	0.002739072	0.04322731	0.1284277
0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.2499991	0.1284269	0.04322684	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0.3454925	0.2061082	0.09549212	0.02447206	0	0.02447143	0.0954909	0.2061065	0.3454905	0.499999	0.6545075	0.3454914	0.2061073	0.09549144	0.0244717	0	0.02447176	0.09549159	0.2061074
0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.1284269	0.04322684	0.002738953	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.2061082	0.09549212	0.02447206	0	0.02447143	0.0954909	0.2061065	0.3454905	0.499999	0.6545075	0.7938918	0.2061073	0.09549144	0.0244717	0	0.02447179	0.09549156	0.2061075	0.3454916
0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.02447143	0	0.02447206	0.06698781	0.01092643	0.002738953	0.04322684	0.06698781	0.01092643	0.002738953	0.04322684	0.06698781	0.01092643	0.002738953	0.04322684	0.06698781	0.01092643	0.002738953	0.04322684	0.06698781	0.01092643	0.002738953	0.04322684	0.06698781	0.01092643	0.002738953	0.04322684	0.1284269	0.2499991	0.3960431	0.5522632	0.7033674	0.8345646	0.9330122	0.06698725	0.01092619	0.002739072	0.04322731	0.1284277	0.2500001	0.3960443	0.5522643
